key,dev_en
monster_climbert_gameplayDescriptionKey,Thunder Attacker with Control Immunity and Shield Break skills
skill_mojadrak_mutateddragon_nameKey,Mutated Dragon
skill_mojadrak_seaguardian_nameKey,Sea Guardian
skill_mojadrak_aquablast_nameKey,Aquablast
skill_mojadrak_rainwater_nameKey,Rain Water
skill_mojadrak_glacialwaves_nameKey,Glacial Waves
skill_mojadrak_fulloversight_nameKey,Full Oversight
skill_mojadrak_aquamarineshield_nameKey,Aquamarine Shield
skill_mojadrak_saltbath_nameKey,Salt Bath
skill_mojadrak_mutateddragon_descriptionKey,Deals moderate Water damage to one enemy. Applies Stamina Leak to one enemy.
skill_mojadrak_seaguardian_descriptionKey,Applies a 30% Life Shield to itself.
skill_mojadrak_aquablast_descriptionKey,Deals heavy Water damage to one enemy. Applies Drowned and Stamina Leak to one enemy. Requires cooldown.
skill_mojadrak_rainwater_descriptionKey,Blocks out 50% of the incoming damage for one ally. Applies Stamina Regeneration to one ally. Requires cooldown.
skill_mojadrak_glacialwaves_descriptionKey,Deals moderate Water damage to all enemies. Applies Drowned to all enemies. 50% chance of applying Freeze to all enemies. Requires cooldown.
skill_mojadrak_fulloversight_descriptionKey,Applies True Vision to itself and a 50% Life Shield to all allies. Requires cooldown.
skill_mojadrak_aquamarineshield_descriptionKey,Blocks out 50% of the incoming damage for all allies. Applies Stamina Regeneration and a 20% Life Shield to all allies. Requires cooldown.
skill_mojadrak_saltbath_descriptionKey,Removes all negative status effects from itself. Applies a 50% Life Shield to itself. Requires Cooldown.
specialSkill_mojadrak_shelterfromthedeep_nameKey,Shelter from the Deep
specialSkill_mojadrak_shelterfromthedeep_descriptionKey,Removes all negative status effects from all allies. Applies a 100% Life Shield to all allies. Blocks out 50% of the incoming damage for all allies.
monster_mojadrak_nameKey,Mojadrak
monster_mojadrak_descriptionKey,"This dragon was flying over the oceans when a massive wave of Lutum appeared out of nowhere and knocked him down! He sank to the bottom of the ocean and felt his body transform. His wings fell off and tentacles grew out of his sides. He tried to perform some attacks, but his abilities had also changed! It took time, but in the end, he made good friends at the seabed and is pretty happy in his new environment."
monster_mojadrak_gameplayDescriptionKey,Water Tank with Taunt as a trait and Shield skills
skill_cruelectrek_nomercy_nameKey,No Mercy
skill_cruelectrek_bountyhunter_nameKey,Bounty Hunter
skill_cruelectrek_flamethrower_nameKey,Flamethrower
skill_cruelectrek_blazinglight_nameKey,Blazing Light
skill_cruelectrek_blindinggrenade_nameKey,Blinding Grenade
skill_cruelectrek_stungun_nameKey,Stun Gun
skill_cruelectrek_grilledfugitive_nameKey,Grilled Fugitive
skill_cruelectrek_huntedalive_nameKey,Hunted Alive
skill_cruelectrek_nomercy_descriptionKey,Deals moderate Thunder damage to one enemy.
skill_cruelectrek_bountyhunter_descriptionKey,Deals moderate Fire damage to one enemy. Applies Burn to one enemy.
skill_cruelectrek_flamethrower_descriptionKey,Deals moderate Fire damage to all enemies. Applies Burn to all enemies. Requires cooldown.
skill_cruelectrek_blazinglight_descriptionKey,Deals heavy Light damage to one enemy. Applies Sunburn to one enemy. Requires cooldown.
skill_cruelectrek_blindinggrenade_descriptionKey,Deals moderate Light damage to all enemies. Applies Sunburn to all enemies. Requires cooldown.
skill_cruelectrek_stungun_descriptionKey,Deals moderate Thunder damage to all enemies. Applies Shock to all enemies. Requires cooldown.
skill_cruelectrek_grilledfugitive_descriptionKey,Deals moderate Fire damage to all enemies. Applies Burn and Ignite to all enemies. Requires cooldown.
skill_cruelectrek_huntedalive_descriptionKey,Deals very heavy Thunder damage to one enemy. Applies Shock and Total Blind to one enemy. Requires cooldown.
specialSkill_cruelectrek_deadordead_nameKey,Dead or Dead
specialSkill_cruelectrek_deadordead_descriptionKey,"Deals massive Thunder damage to all enemies. Applies Ignite, Shock and Sunburn to all enemies."
monster_cruelectrek_nameKey,Cruelectrek
monster_cruelectrek_descriptionKey,"Ingenica designed this artifact as a sidekick, but it went rogue from the very beginning. He didn’t obey her and tortured rivals all the time. When he discovered Bounty Hunts, he abandoned his master and dedicated himself to that. He’s amazing at it, but he’s vicious and perverse, even in the eyes of other monsters fighting by his side, who find him terribly scary."
monster_cruelectrek_gameplayDescriptionKey,Attacker with Artifact as a Trait and Torture skills
monster_junsuinakaori_nameKey,Junsuina Kaori
skill_theboys_greenswing_nameKey,Green Swing
skill_theboys_greengang_nameKey,Green Gang
skill_theboys_yournarratorsvoice_nameKey,YourNarrator's Voice
skill_theboys_joshdubsaccuracy_nameKey,Joshdub's Accuracy
skill_theboys_mullyshideout_nameKey,Mully's Hideout
skill_theboys_greenstrike_nameKey,Green Strike!
skill_theboys_eddievrsshots_nameKey,EddieVR's Shots
skill_theboys_juicyreality_nameKey,Juicy Reality
skill_theboys_greenswing_descriptionKey,Deals moderate Physical damage to one enemy. Applies Stun to one enemy.
skill_theboys_greengang_descriptionKey,Deals low Nature damage to all enemies. Applies Bleed to all enemies.
skill_theboys_yournarratorsvoice_descriptionKey,Deals low Nature damage to all enemies. Applies Damage Reduction to all enemies. Requires cooldown.
skill_theboys_joshdubsaccuracy_descriptionKey,Applies Precision and Evasion to itself. Requires cooldown.
skill_theboys_mullyshideout_descriptionKey,Deals moderate Nature damage to all enemies. Applies Bleed and Major Damage Reduction to all enemies. Requires cooldown.
skill_theboys_greenstrike_descriptionKey,Deals heavy Physical damage to one enemy. Applies Stun twice to one enemy. Requires cooldown.
skill_theboys_eddievrsshots_descriptionKey,Deals very heavy Nature damage to one enemy. Applies Total Damage Reduction to one enemy. Requires cooldown.
skill_theboys_juicyreality_descriptionKey,Deals moderate Nature damage to all enemies. Applies Stun to all enemies. Requires cooldown.
specialSkill_theboys_nonobrush_nameKey,No No Brush!
specialSkill_theboys_nonobrush_descriptionKey,Deals very heavy Nature damage to all enemies. Removes Shields and applies MegaStun to all enemies.
monster_theboys_nameKey,The Boys
monster_theboys_descriptionKey,"One entity, five personalities. The interactions inside The Boys' head get a little crazy and you can spot him yelling at strangers around town. Sometimes, he joins Toy Master for debates and games that no one but them understands."
monster_theboys_gameplayDescriptionKey,Nature Controller with Stun and Damage Reduction skills
skill_junsuinakaori_lonelywarrior_nameKey,Lonely Warrior
skill_junsuinakaori_honorabove_nameKey,Honor Above
skill_junsuinakaori_fearlesssword_nameKey,Fearless Sword
skill_junsuinakaori_corruptionkiller_nameKey,Corruption Killer
skill_junsuinakaori_formyland_nameKey,For My Land
skill_junsuinakaori_formyfriends_nameKey,For My Friends
skill_junsuinakaori_forjustice_nameKey,For Justice
skill_junsuinakaori_hunterofevil_nameKey,Hunter Of Evil
skill_junsuinakaori_lonelywarrior_descriptionKey,Deals moderate Thunder damage to one enemy. Applies Bleed to one enemy.
skill_junsuinakaori_honorabove_descriptionKey,Deals moderate Light damage to one enemy. Applies Sunburn to one enemy.
skill_junsuinakaori_fearlesssword_descriptionKey,Applies Double Damage and Thunder Immunity to itself. Requires cooldown.
skill_junsuinakaori_corruptionkiller_descriptionKey,Deals moderate Light damage to all enemies. Applies Sunburn to all enemies. Requires cooldown.
skill_junsuinakaori_formyland_descriptionKey,Deals low Thunder damage to one enemy. Applies Bleed to one enemy. Gives 1 extra turn to itself. Requires cooldown.
skill_junsuinakaori_formyfriends_descriptionKey,Applies Damage Boost and Precision to itself. Gives 1 extra turn to itself. Requires cooldown.
skill_junsuinakaori_forjustice_descriptionKey,Deals low Light damage to one enemy. Applies Sunburn to one enemy. Gives 1 extra turn to itself. Requires cooldown.
skill_junsuinakaori_hunterofevil_descriptionKey,Deals moderate Thunder damage to all enemies. Applies Bleed to all enemies. Requires cooldown.
specialSkill_junsuinakaori_deadlyjudgement_nameKey,Deadly Judgement
specialSkill_junsuinakaori_deadlyjudgement_descriptionKey,Deals heavy Thunder damage to all enemies. Gives 1 extra turn to itself.
monster_junsuinakaori_descriptionKey,"Kaori had led a lonely life as an outcast samurai, but little by little, she had earned the love and respect of some friends who learned to see behind her swords. However, she had to make a tough decision and, after accepting her new destiny as a Pure monster and becoming Junsuina Kaori, she said goodbye to her friends and left her homeland to contribute to the fight against Corruption."
monster_junsuinakaori_gameplayDescriptionKey,Thunder Attacker with Extra Turns and Torture skills
skill_fungheratops_dilophospit_nameKey,Dilophospit
skill_fungheratops_tyranoleech_nameKey,Tyranoleech
skill_fungheratops_enragingspores_nameKey,Enraging Spores
skill_fungheratops_hostileadaptation_nameKey,Hostile Adaptation
skill_fungheratops_evolutionaryadvantage_nameKey,Evolutionary Advantage
skill_fungheratops_extinctionspores_nameKey,Extinction Spores
skill_fungheratops_triceratopstrainwreck_nameKey,Triceratops Trainwreck
skill_fungheratops_ankylobomb_nameKey,Ankylobomb
skill_fungheratops_dilophospit_descriptionKey,Deals low Nature damage to one enemy. Applies Poison to one enemy.
skill_fungheratops_tyranoleech_descriptionKey,Deals low Dark damage to one enemy. Gains as much life as damage dealt.
skill_fungheratops_enragingspores_descriptionKey,Applies Taunt to itself. Requires cooldown.
skill_fungheratops_hostileadaptation_descriptionKey,Applies Damage Mirror and Life Regeneration to itself. Requires cooldown.
skill_fungheratops_evolutionaryadvantage_descriptionKey,Applies Taunt and Increased Healing to itself. Requires cooldown.
skill_fungheratops_extinctionspores_descriptionKey,Deals moderate Dark damage to all enemies. Gains as much life as damage dealt. Applies Poison to all enemies. Requires cooldown.
skill_fungheratops_triceratopstrainwreck_descriptionKey,Deals very heavy Dark damage to one enemy. Gains as much life as damage dealt. Applies Vulnerable to itself. Requires Cooldown.
skill_fungheratops_ankylobomb_descriptionKey,Deals moderate Nature damage to all enemies. Applies Bleed to all enemies. Applies Vulnerable to itself. Requires Cooldown.
specialSkill_fungheratops_greeninferno_nameKey,Green Inferno
specialSkill_fungheratops_greeninferno_descriptionKey,Deals massive Nature damage to all enemies. Gains as much life as damage done. Applies Bleed and Poison to all enemies.
monster_fungheratops_nameKey,Fungheratops
monster_fungheratops_descriptionKey,"Fungheratops was born from microorganisms floating in the swamp’s pond. As he grew up, he absorbed more microorganisms and other substances. Whether it developed a brain at some point of this process is questioned by many. For some reason, Wickah had a liking for him and supported him in spite of his lack of talent. She even chose him to be one of her first Corrupted allies!"
monster_fungheratops_gameplayDescriptionKey,"Dark Tank with Life Steal, Poison and Bleed skills"
skill_anwrikah_resentment_nameKey,Resentment
skill_anwrikah_queenoftheswamp_nameKey,Queen of the Swamp
skill_anwrikah_devilshelmet_nameKey,Devil's Helmet
skill_anwrikah_rosarypeas_nameKey,Rosary Peas
skill_anwrikah_castorbeans_nameKey,Castor Beans
skill_anwrikah_whitesnakeroot_nameKey,White Snakeroot
skill_anwrikah_deadlynightshade_nameKey,Deadly Nightshade
skill_anwrikah_waterhemlock_nameKey,Water Hemlock
skill_anwrikah_resentment_descriptionKey,Deals moderate Nature damage to one enemy. Applies Poison to one enemy.
skill_anwrikah_queenoftheswamp_descriptionKey,Deals low Nature damage to all enemies.
skill_anwrikah_devilshelmet_descriptionKey,Deals heavy Nature damage to one enemy. Applies Poison and Minor Blind to one enemy. Requires cooldown.
skill_anwrikah_rosarypeas_descriptionKey,Deals moderate Nature damage to all enemies. Applies Poison to all enemies. Requires cooldown.
skill_anwrikah_castorbeans_descriptionKey,Applies Triple Damage and Torture Immunity to itself. Requires cooldown.
skill_anwrikah_whitesnakeroot_descriptionKey,Applies Damage Boost and Precision to all allies. Requires cooldown.
skill_anwrikah_deadlynightshade_descriptionKey,Deals moderate Nature damage to all enemies. Applies Minor Blind to all enemies. Requires cooldown.
skill_anwrikah_waterhemlock_descriptionKey,Deals very heavy Nature damage to one enemy. Applies Blind to one enemy. Requires cooldown.
specialSkill_anwrikah_thesmellofdecay_nameKey,The Smell of Decay
specialSkill_anwrikah_thesmellofdecay_descriptionKey,Removes positive status effects from all enemies. Disables Trait on all enemies. Deals very heavy Nature damage to all enemies.
monster_anwrikah_nameKey,Anwrikah
monster_anwrikah_descriptionKey,"Desperate times call for desperate measures. Wickah had tried everything in her power to make the swamp a better home for her proteges, but after everyone ignored her cries for help, she made an extreme decision and turned to The Lord. Anwrikah — Wickah's new Corrupted self — can finally provide for the monsters under her watch, at the cost of losing her soul."
monster_anwrikah_gameplayDescriptionKey,Nature Attacker with Area Dodge as a Trait
